기준시간,광역시도,사망자,확진자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
2020-11-22,경북,57,1663,6,1537,69,6,0,62.46
2020-11-22,전남,2,353,13,189,162,13,0,18.93
2020-11-22,전북,1,220,12,165,54,12,0,12.11
2020-11-22,충남,8,782,13,609,165,11,2,36.84
2020-11-22,충북,3,225,0,196,26,0,0,14.07
2020-11-22,강원,5,504,13,301,198,12,1,32.72
2020-11-22,경기,110,6442,75,5514,818,74,1,48.62
2020-11-22,세종,0,86,0,82,4,0,0,25.12
2020-11-22,울산,2,172,1,163,7,1,0,15.00
2020-11-22,대전,6,457,0,437,14,0,0,31.00
2020-11-22,광주,3,614,8,514,97,8,0,42.15
2020-11-22,인천,11,1206,27,1052,143,26,1,40.80
2020-11-22,대구,197,7213,1,6986,30,0,1,296.04
2020-11-22,부산,15,632,1,583,34,1,0,18.52
2020-11-22,서울,85,7513,121,6171,1257,119,2,77.19
2020-11-22,합계,505,30733,330,26466,3762,302,28,59.28
2020-11-21,검역,0,2090,9,1556,534,0,9,-
2020-11-21,제주,0,65,0,59,6,0,0,9.69
2020-11-21,경남,0,457,11,342,115,11,0,13.60
2020-11-21,경북,57,1657,8,1535,65,8,0,62.23
2020-11-21,전남,2,340,19,189,149,18,1,18.23
2020-11-21,전북,1,208,14,165,42,13,1,11.45
2020-11-21,충남,8,769,21,598,163,19,2,36.23
2020-11-21,충북,3,225,1,194,28,1,0,14.07
2020-11-21,강원,5,491,15,295,191,14,1,31.87
2020-11-21,경기,108,6367,93,5486,773,86,7,48.05
2020-11-21,세종,0,86,0,82,4,0,0,25.12
2020-11-21,울산,2,171,1,163,6,1,0,14.91
2020-11-21,대전,6,457,1,437,14,1,0,31.00
2020-11-21,광주,3,606,7,514,89,6,1,41.60
2020-11-21,인천,11,1179,22,1051,117,22,0,39.88
2020-11-21,대구,197,7212,1,6983,32,0,1,296.00
2020-11-21,부산,15,631,7,580,36,7,0,18.49
2020-11-21,서울,85,7392,156,6136,1171,154,2,75.94
2020-11-21,합계,503,30403,386,26365,3535,361,25,58.64
2020-11-20,검역,0,2081,23,1553,528,0,23,-
2020-11-20,제주,0,65,2,59,6,2,0,9.69
2020-11-20,경남,0,446,18,336,110,18,0,13.27
2020-11-20,경북,57,1649,10,1534,58,7,3,61.93
2020-11-20,전남,2,321,14,189,130,14,0,17.21
2020-11-20,전북,1,194,13,165,28,13,0,10.68
2020-11-20,충남,8,748,15,590,150,15,0,35.24
2020-11-20,충북,3,224,2,191,30,2,0,14.01
2020-11-20,강원,5,476,24,285,186,24,0,30.90
2020-11-20,경기,108,6274,73,5454,712,62,11,47.35
2020-11-20,세종,0,86,0,82,4,0,0,25.12
2020-11-20,울산,2,170,0,162,6,0,0,14.82
2020-11-20,대전,6,456,0,436,14,0,0,30.93
2020-11-20,광주,3,599,4,513,83,4,0,41.12
2020-11-20,인천,11,1157,30,1047,99,29,1,39.14
2020-11-20,대구,196,7211,1,6981,34,1,0,295.96
2020-11-20,부산,15,624,2,577,32,2,0,18.29
2020-11-20,서울,84,7236,132,6109,1043,127,5,74.34
2020-11-20,합계,501,30017,363,26263,3253,320,43,57.89
2020-11-19,검역,0,2058,39,1549,509,0,39,-
2020-11-19,제주,0,63,0,59,4,0,0,9.39
2020-11-19,경남,0,428,28,334,94,28,0,12.73
2020-11-19,경북,57,1639,8,1533,49,8,0,61.56
2020-11-19,전남,2,307,28,185,120,27,1,16.46
2020-11-19,전북,1,181,2,165,15,1,1,9.96
2020-11-19,충남,8,733,13,580,145,13,0,34.54
2020-11-19,충북,3,222,4,191,28,3,1,13.88
2020-11-19,강원,5,452,20,282,165,20,0,29.34
2020-11-19,경기,106,6201,64,5421,674,59,5,46.80
2020-11-19,세종,0,86,0,82,4,0,0,25.12
2020-11-19,울산,2,170,0,162,6,0,0,14.82
2020-11-19,대전,6,456,1,434,16,1,0,30.93
2020-11-19,광주,3,595,8,511,81,8,0,40.85
2020-11-19,인천,11,1127,12,1043,73,11,1,38.12
2020-11-19,대구,196,7210,2,6979,35,2,0,295.92
2020-11-19,부산,15,622,5,576,31,5,0,18.23
2020-11-19,서울,83,7104,109,6012,1009,107,2,72.98
2020-11-19,합계,498,29654,343,26098,3058,293,50,57.19
2020-11-18,검역,0,2019,50,1547,472,0,50,-
2020-11-18,제주,0,63,0,59,4,0,0,9.39
2020-11-18,경남,0,400,9,322,78,9,0,11.90
2020-11-18,경북,57,1631,16,1533,41,12,4,61.26
2020-11-18,전남,2,279,15,184,93,15,0,14.96
2020-11-18,전북,1,179,0,164,14,0,0,9.85
2020-11-18,충남,8,720,7,569,143,6,1,33.92
2020-11-18,충북,3,218,0,188,27,0,0,13.63
2020-11-18,강원,5,432,5,279,148,5,0,28.04
2020-11-18,경기,105,6137,87,5383,649,81,6,46.32
2020-11-18,세종,0,86,0,82,4,0,0,25.12
2020-11-18,울산,2,170,3,162,6,0,3,14.82
2020-11-18,대전,6,455,1,434,15,1,0,30.87
2020-11-18,광주,3,587,9,511,73,9,0,40.30
2020-11-18,인천,11,1115,12,1040,64,9,3,37.72
2020-11-18,대구,196,7208,2,6975,37,2,0,295.84
2020-11-18,부산,15,617,5,573,29,5,0,18.08
2020-11-18,서울,82,6995,92,5968,945,91,1,71.87
2020-11-18,합계,496,29311,313,25973,2842,245,68,56.53
2020-11-17,검역,0,1969,8,1541,428,0,8,-
2020-11-17,제주,0,63,0,59,4,0,0,9.39
2020-11-17,경남,0,391,3,318,73,3,0,11.63
2020-11-17,경북,57,1615,3,1532,26,3,0,60.66
2020-11-17,전남,2,264,16,184,78,16,0,14.16
2020-11-17,전북,1,179,0,163,15,0,0,9.85
2020-11-17,충남,8,713,9,559,146,9,0,33.59
2020-11-17,충북,3,218,0,185,30,0,0,13.63
2020-11-17,강원,4,427,13,279,144,13,0,27.72
2020-11-17,경기,105,6050,52,5349,596,38,14,45.66
2020-11-17,세종,0,86,1,82,4,0,1,25.12
2020-11-17,울산,2,167,0,162,3,0,0,14.56
2020-11-17,대전,6,454,1,433,15,1,0,30.80
2020-11-17,광주,3,578,18,510,65,18,0,39.68
2020-11-17,인천,11,1103,13,1038,54,12,1,37.31
2020-11-17,대구,196,7206,3,6975,35,2,1,295.75
2020-11-17,부산,15,612,0,568,29,0,0,17.94
2020-11-17,서울,81,6903,90,5923,899,87,3,70.92
2020-11-17,합계,494,28998,230,25860,2644,202,28,55.93
2020-11-16,검역,0,1961,23,1534,427,0,23,-
2020-11-16,제주,0,63,1,59,4,1,0,9.39
2020-11-16,경남,0,388,4,317,71,4,0,11.54
2020-11-16,경북,57,1612,14,1532,23,13,1,60.54
2020-11-16,전남,2,248,10,182,64,10,0,13.30
2020-11-16,전북,1,179,1,163,15,1,0,9.85
2020-11-16,충남,8,704,6,552,144,6,0,33.17
2020-11-16,충북,3,218,3,184,31,3,0,13.63
2020-11-16,강원,4,414,20,273,137,20,0,26.87
2020-11-16,경기,105,5998,42,5315,578,39,3,45.27
2020-11-16,세종,0,85,1,82,3,1,0,24.83
2020-11-16,울산,2,167,0,161,4,0,0,14.56
2020-11-16,대전,6,453,3,433,14,2,1,30.73
2020-11-16,광주,3,560,4,510,47,4,0,38.44
2020-11-16,인천,11,1090,10,1038,41,10,0,36.87
2020-11-16,대구,196,7203,0,6971,36,0,0,295.63
2020-11-16,부산,15,612,0,568,29,0,0,17.94
2020-11-16,서울,81,6814,81,5885,848,79,2,70.01
2020-11-16,합계,494,28769,223,25759,2516,193,30,55.49
2020-11-15,검역,0,1938,18,1530,408,0,18,-
2020-11-15,제주,0,62,0,59,3,0,0,9.24
2020-11-15,경남,0,384,3,317,67,3,0,11.42
2020-11-15,경북,57,1598,2,1531,10,2,0,60.02
2020-11-15,전남,2,238,9,182,54,8,1,12.76
2020-11-15,전북,1,178,2,163,14,0,2,9.79
2020-11-15,충남,8,698,5,538,152,5,0,32.89
2020-11-15,충북,3,215,8,184,28,8,0,13.44
2020-11-15,강원,4,394,19,273,117,19,0,25.58
2020-11-15,경기,104,5956,45,5283,569,41,4,44.95
2020-11-15,세종,0,84,0,82,2,0,0,24.54
2020-11-15,울산,2,167,0,161,4,0,0,14.56
2020-11-15,대전,6,450,0,433,11,0,0,30.53
2020-11-15,광주,3,556,9,510,43,7,2,38.17
2020-11-15,인천,11,1080,2,1035,34,2,0,36.53
2020-11-15,대구,196,7203,1,6969,38,0,1,295.63
2020-11-15,부산,15,612,0,567,30,0,0,17.94
2020-11-15,서울,81,6733,85,5874,778,81,4,69.17
2020-11-15,합계,493,28546,208,25691,2362,176,32,55.06
2020-11-14,검역,0,1920,21,1527,393,0,21,-
2020-11-14,제주,0,62,0,59,3,0,0,9.24
2020-11-14,경남,0,381,4,315,66,3,1,11.33
2020-11-14,경북,57,1596,0,1529,10,0,0,59.94
2020-11-14,전남,2,229,13,182,45,13,0,12.28
2020-11-14,전북,1,176,4,163,12,1,3,9.68
2020-11-14,충남,8,693,11,537,148,11,0,32.65
2020-11-14,충북,3,207,0,183,21,0,0,12.94
2020-11-14,강원,4,375,18,273,98,18,0,24.34
2020-11-14,경기,104,5911,49,5261,546,46,3,44.61
2020-11-14,세종,0,84,1,82,2,1,0,24.54
2020-11-14,울산,2,167,0,160,5,0,0,14.56
2020-11-14,대전,6,450,2,432,12,2,0,30.53
2020-11-14,광주,3,547,8,510,34,7,1,37.55
2020-11-14,인천,11,1078,1,1035,32,0,1,36.47
2020-11-14,대구,196,7202,0,6969,37,0,0,295.59
2020-11-14,부산,15,612,4,566,31,1,3,17.94
2020-11-14,서울,80,6648,69,5853,715,63,6,68.30
2020-11-14,합계,492,28338,205,25636,2210,166,39,54.66
2020-11-13,검역,0,1899,14,1520,379,0,14,-
2020-11-13,제주,0,62,1,59,3,1,0,9.24
2020-11-13,경남,0,377,3,313,64,2,1,11.22
2020-11-13,경북,57,1596,0,1528,11,0,0,59.94
2020-11-13,전남,2,216,9,180,34,9,0,11.58
2020-11-13,전북,1,172,0,162,9,0,0,9.46
2020-11-13,충남,8,682,8,535,139,7,1,32.13
2020-11-13,충북,3,207,1,182,22,0,1,12.94
2020-11-13,강원,3,357,23,268,86,23,0,23.17
2020-11-13,경기,102,5862,47,5222,538,36,11,44.24
2020-11-13,세종,0,83,1,82,1,1,0,24.25
2020-11-13,울산,2,167,0,160,5,0,0,14.56
2020-11-13,대전,6,448,0,432,10,0,0,30.39
2020-11-13,광주,3,539,5,510,26,5,0,37.00
2020-11-13,인천,11,1077,4,1032,34,3,1,36.43
2020-11-13,대구,196,7202,1,6963,43,1,0,295.59
2020-11-13,부산,15,608,0,563,30,0,0,17.82
2020-11-13,서울,79,6579,74,5826,674,74,0,67.59
2020-11-13,합계,488,28133,191,25537,2108,162,29,54.26
2020-11-12,검역,0,1885,9,1513,372,0,9,-
2020-11-12,제주,0,61,1,59,2,1,0,9.09
2020-11-12,경남,0,374,4,312,62,3,1,11.13
2020-11-12,경북,57,1596,1,1527,12,1,0,59.94
2020-11-12,전남,2,207,8,179,26,8,0,11.10
2020-11-12,전북,1,172,0,162,9,0,0,9.46
2020-11-12,충남,8,674,9,531,135,9,0,31.76
2020-11-12,충북,3,206,1,180,23,0,1,12.88
2020-11-12,강원,3,334,6,266,65,6,0,21.68
2020-11-12,경기,101,5815,35,5170,544,34,1,43.89
2020-11-12,세종,0,82,0,82,0,0,0,23.95
2020-11-12,울산,2,167,1,159,6,0,1,14.56
2020-11-12,대전,6,448,2,432,10,2,0,30.39
2020-11-12,광주,3,534,6,510,21,6,0,36.66
2020-11-12,인천,11,1073,2,1022,40,2,0,36.30
2020-11-12,대구,196,7201,3,6962,43,2,1,295.55
2020-11-12,부산,15,608,2,562,31,2,0,17.82
2020-11-12,서울,79,6505,53,5776,650,52,1,66.83
2020-11-12,합계,487,27942,143,25404,2051,128,15,53.89
2020-11-11,검역,0,1876,8,1502,374,0,8,-
2020-11-11,제주,0,60,0,59,1,0,0,8.95
2020-11-11,경남,0,370,11,312,58,10,1,11.01
2020-11-11,경북,57,1595,0,1525,13,0,0,59.91
2020-11-11,전남,2,199,1,178,19,0,1,10.67
2020-11-11,전북,1,172,1,161,10,1,0,9.46
2020-11-11,충남,8,665,7,523,134,6,1,31.33
2020-11-11,충북,3,205,2,180,22,1,1,12.82
2020-11-11,강원,3,328,9,256,69,8,1,21.29
2020-11-11,경기,101,5780,53,5123,556,42,11,43.62
2020-11-11,세종,0,82,0,82,0,0,0,23.95
2020-11-11,울산,2,166,0,159,5,0,0,14.47
2020-11-11,대전,6,446,1,430,10,1,0,30.25
2020-11-11,광주,3,528,4,507,18,2,2,36.25
2020-11-11,인천,11,1071,1,1017,43,0,1,36.23
2020-11-11,대구,196,7198,0,6957,45,0,0,295.43
2020-11-11,부산,15,606,3,560,31,3,0,17.76
2020-11-11,서울,79,6452,45,5735,638,39,6,66.29
2020-11-11,합계,487,27799,146,25266,2046,113,33,53.62
2020-11-10,검역,0,1868,8,1501,367,0,8,-
2020-11-10,제주,0,60,0,59,1,0,0,8.95
2020-11-10,경남,0,359,2,312,47,2,0,10.68
2020-11-10,경북,57,1595,1,1524,14,0,1,59.91
2020-11-10,전남,2,198,2,175,21,2,0,10.62
2020-11-10,전북,1,171,0,159,11,0,0,9.41
2020-11-10,충남,8,658,4,523,127,4,0,31.00
2020-11-10,충북,3,203,2,179,21,1,1,12.69
2020-11-10,강원,3,319,3,253,63,3,0,20.71
2020-11-10,경기,99,5727,33,5086,542,18,15,43.22
2020-11-10,세종,0,82,0,79,3,0,0,23.95
2020-11-10,울산,2,166,0,158,6,0,0,14.47
2020-11-10,대전,6,445,0,425,14,0,0,30.19
2020-11-10,광주,3,524,5,507,14,4,1,35.97
2020-11-10,인천,11,1070,3,1008,51,3,0,36.20
2020-11-10,대구,196,7198,1,6953,49,1,0,295.43
2020-11-10,부산,15,603,1,556,32,1,0,17.67
2020-11-10,서울,79,6407,35,5703,625,32,3,65.82
2020-11-10,합계,485,27653,100,25160,2008,71,29,53.34
2020-11-09,검역,0,1860,11,1499,361,0,11,-
2020-11-09,제주,0,60,0,59,1,0,0,8.95
2020-11-09,경남,0,357,4,304,53,4,0,10.62
2020-11-09,경북,57,1594,1,1522,15,0,1,59.87
2020-11-09,전남,2,196,2,175,19,2,0,10.51
2020-11-09,전북,1,171,4,157,13,3,1,9.41
2020-11-09,충남,8,654,10,520,126,10,0,30.81
2020-11-09,충북,3,201,4,179,19,2,2,12.57
2020-11-09,강원,3,316,11,242,71,11,0,20.51
2020-11-09,경기,96,5694,22,5021,577,21,1,42.97
2020-11-09,세종,0,82,0,79,3,0,0,23.95
2020-11-09,울산,2,166,0,157,7,0,0,14.47
2020-11-09,대전,6,445,0,424,15,0,0,30.19
2020-11-09,광주,3,519,1,507,9,0,1,35.63
2020-11-09,인천,11,1067,2,1005,51,1,1,36.09
2020-11-09,대구,196,7197,6,6952,49,6,0,295.38
2020-11-09,부산,14,602,2,554,34,0,2,17.64
2020-11-09,서울,78,6372,46,5673,621,39,7,65.46
2020-11-09,합계,480,27553,126,25029,2044,99,27,53.14
2020-11-08,검역,0,1849,14,1495,354,0,14,-
2020-11-08,제주,0,60,0,59,1,0,0,8.95
2020-11-08,경남,0,353,10,301,52,5,5,10.06
2020-11-08,경북,57,1593,2,1522,14,2,0,59.76
2020-11-08,전남,2,194,4,175,17,3,1,10.19
2020-11-08,전북,1,167,0,157,9,0,0,9.19
2020-11-08,충남,8,644,9,516,120,8,1,29.49
2020-11-08,충북,3,197,2,178,16,2,0,12.19
2020-11-08,강원,3,305,9,242,60,9,0,18.95
2020-11-08,경기,95,5672,25,5001,576,23,2,42.46
2020-11-08,세종,0,82,0,79,3,0,0,23.95
2020-11-08,울산,2,166,1,156,8,0,1,14.38
2020-11-08,대전,6,445,1,423,16,1,0,30.05
2020-11-08,광주,3,518,2,507,8,2,0,35.42
2020-11-08,인천,11,1065,3,1003,51,2,1,35.89
2020-11-08,대구,196,7191,7,6950,45,7,0,294.81
2020-11-08,부산,13,600,0,554,33,0,0,17.53
2020-11-08,서울,78,6326,54,5650,598,54,0,64.06
2020-11-08,합계,478,27427,143,24968,1981,118,25,52.45
2020-11-07,검역,0,1835,8,1493,342,0,8,-
2020-11-07,제주,0,60,0,59,1,0,0,8.95
2020-11-07,경남,0,343,5,301,42,5,0,10.20
2020-11-07,경북,57,1591,0,1520,14,0,0,59.76
2020-11-07,전남,2,190,0,175,13,0,0,10.19
2020-11-07,전북,1,167,0,156,10,0,0,9.19
2020-11-07,충남,8,635,9,515,112,8,1,29.92
2020-11-07,충북,3,195,0,178,14,0,0,12.19
2020-11-07,강원,3,296,4,242,51,4,0,19.21
2020-11-07,경기,94,5647,21,4966,587,16,5,42.62
2020-11-07,세종,0,82,0,79,3,0,0,23.95
2020-11-07,울산,2,165,0,156,7,0,0,14.38
2020-11-07,대전,6,444,1,422,16,1,0,30.12
2020-11-07,광주,3,516,0,507,6,0,0,35.42
2020-11-07,인천,11,1062,1,1002,49,1,0,35.93
2020-11-07,대구,196,7184,1,6949,39,1,0,294.85
2020-11-07,부산,13,600,2,551,36,2,0,17.59
2020-11-07,서울,78,6272,37,5639,555,34,3,64.44
2020-11-07,합계,477,27284,89,24910,1897,72,17,52.62
2020-11-06,검역,0,1827,11,1489,338,0,11,-
2020-11-06,제주,0,60,0,59,1,0,0,8.95
2020-11-06,경남,0,338,13,301,37,13,0,10.06
2020-11-06,경북,57,1591,1,1520,14,0,1,59.76
2020-11-06,전남,2,190,0,174,14,0,0,10.19
2020-11-06,전북,1,167,1,155,11,0,1,9.19
2020-11-06,충남,8,626,25,512,106,25,0,29.49
2020-11-06,충북,3,195,0,178,14,0,0,12.19
2020-11-06,강원,3,292,7,241,48,7,0,18.95
2020-11-06,경기,93,5626,47,4908,625,34,13,42.46
2020-11-06,세종,0,82,0,79,3,0,0,23.95
2020-11-06,울산,2,165,0,156,7,0,0,14.38
2020-11-06,대전,6,443,0,421,16,0,0,30.05
2020-11-06,광주,3,516,0,504,9,0,0,35.42
2020-11-06,인천,11,1061,0,1000,50,0,0,35.89
2020-11-06,대구,196,7183,0,6949,38,0,0,294.81
2020-11-06,부산,13,598,0,548,37,0,0,17.53
2020-11-06,서울,78,6235,40,5627,530,38,2,64.06
2020-11-06,합계,476,27195,145,24821,1898,117,28,52.45
2020-11-05,검역,0,1816,6,1477,339,0,6,-
2020-11-05,제주,0,60,0,59,1,0,0,8.80
2020-11-05,경남,0,325,5,301,24,5,0,9.52
2020-11-05,경북,57,1590,0,1520,13,0,0,59.64
2020-11-05,전남,2,190,0,174,14,0,0,10.19
2020-11-05,전북,1,166,0,155,10,0,0,9.13
2020-11-05,충남,8,601,23,510,83,23,0,26.76
2020-11-05,충북,3,195,2,177,15,2,0,12.07
2020-11-05,강원,3,285,1,241,41,1,0,18.44
2020-11-05,경기,92,5579,27,4870,617,23,4,41.58
2020-11-05,세종,0,82,0,78,4,0,0,23.95
2020-11-05,울산,2,165,0,156,7,0,0,14.30
2020-11-05,대전,6,443,0,416,21,0,0,29.98
2020-11-05,광주,3,516,0,504,9,0,0,35.42
2020-11-05,인천,11,1061,5,998,52,3,2,35.59
2020-11-05,대구,196,7183,2,6949,38,2,0,294.65
2020-11-05,부산,13,598,4,544,41,3,1,17.38
2020-11-05,서울,78,6195,50,5606,511,46,4,62.70
2020-11-05,합계,475,27050,125,24735,1840,108,17,51.70
2020-11-04,검역,0,1810,11,1475,335,0,11,-
2020-11-04,제주,0,60,1,59,1,1,0,8.80
2020-11-04,경남,0,320,0,300,20,0,0,9.52
2020-11-04,경북,57,1590,2,1519,14,0,2,59.64
