확진일,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,금천구 ,기타,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구,중로구,타시도,합계
2020-08-29,4.0,1.0,3.0,6.0,8.0,6.0,6.0,2.0,0.0,5.0,18.0,2.0,6.0,16.0,3.0,5.0,3.0,2.0,7.0,12.0,8.0,13.0,0.0,9.0,4.0,2.0,7.0,0.0,9.0,167.0
2020-08-3,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0
2020-08-30,3.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,0.0,2.0,7.0,7.0,2.0,13.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,70.0
2020-08-31,12.0,2.0,7.0,7.0,10.0,0.0,0.0,1.0,0.0,4.0,11.0,5.0,1.0,4.0,3.0,1.0,5.0,2.0,6.0,3.0,6.0,0.0,2.0,3.0,2.0,0.0,6.0,0.0,1.0,104.0
2020-08-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
2020-08-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
2020-08-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
2020-08-7,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0
2020-08-8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,13.0
2020-08-9,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0
2020-09-01,9.0,4.0,6.0,5.0,6.0,4.0,0.0,1.0,0.0,4.0,4.0,3.0,5.0,0.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,7.0,2.0,0.0,6.0,0.0,0.0,87.0
2020-09-02,3.0,7.0,2.0,4.0,10.0,2.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,64.0
2020-09-03,4.0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,46.0
2020-09-04,4.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,5.0,2.0,6.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,55.0
2020-09-05,4.0,7.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,7.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,58.0
2020-09-06,1.0,2.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,44.0
2020-09-07,2.0,1.0,2.0,5.0,5.0,2.0,3.0,1.0,0.0,6.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,6.0,1.0,6.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,76.0
2020-09-08,2.0,2.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0
2020-09-09,1.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,47.0
2020-09-10,1.0,1.0,4.0,5.0,7.0,2.0,1.0,2.0,0.0,8.0,2.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,64.0
2020-09-11,4.0,1.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,49.0
2020-09-12,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,34.0
2020-09-13,4.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,41.0
2020-09-14,7.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,36.0
2020-09-15,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,49.0
2020-09-16,6.0,2.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,62.0
2020-09-17,4.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,43.0
2020-09-18,6.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,40.0
2020-09-19,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,28.0
2020-09-20,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,23.0
2020-09-21,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,39.0
2020-09-22,1.0,1.0,0.0,6.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,40.0
2020-09-23,2.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0
2020-09-24,1.0,1.0,0.0,3.0,7.0,1.0,3.0,1.0,0.0,1.0,1.0,12.0,1.0,4.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,54.0
2020-09-25,3.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0
2020-09-26,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,5.0,35.0
2020-09-27,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-09-28,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0
2020-09-29,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0
2020-09-30,1.0,1.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0
2020-10-01,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
2020-10-02,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
2020-10-03,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0
2020-10-04,1.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0
2020-10-05,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,18.0
2020-10-06,2.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0
2020-10-07,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
2020-10-08,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2020-10-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,25.0
2020-10-10,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,24.0
2020-10-11,1.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0
2020-10-12,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,20.0
2020-10-13,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,22.0
2020-10-14,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,25.0
2020-10-15,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0
2020-10-16,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,18.0
2020-10-17,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2020-10-18,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0
2020-10-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0
2020-10-20,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
2020-10-21,5.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-10-22,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0
2020-10-23,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0
2020-10-24,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0
2020-10-25,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0
2020-10-26,4.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,21.0
2020-10-27,8.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,31.0
2020-10-28,7.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,31.0
2020-10-29,11.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0
2020-10-30,8.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,46.0
2020-10-31,14.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,9.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,45.0
2020-11-01,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2020-11-02,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,23.0
2020-11-03,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,7.0,1.0,4.0,1.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,43.0
2020-11-04,3.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,48.0
2020-11-05,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,40.0
2020-11-06,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,6.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,37.0
2020-11-07,4.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,9.0,1.0,9.0,3.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0
2020-11-08,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,5.0,5.0,0.0,4.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,46.0
2020-11-09,2.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,35.0
2020-11-10,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,45.0
2020-11-11,5.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,53.0
2020-11-12,3.0,1.0,0.0,7.0,2.0,1.0,1.0,2.0,0.0,5.0,6.0,3.0,11.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,0.0,3.0,74.0
2020-11-13,2.0,0.0,2.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,17.0,4.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,69.0
2020-11-14,3.0,4.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,5.0,11.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,6.0,11.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,85.0
2020-11-15,2.0,0.0,2.0,9.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,13.0,5.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,80.0
2020-11-16,0.0,3.0,1.0,4.0,1.0,1.0,6.0,1.0,0.0,5.0,3.0,7.0,2.0,2.0,6.0,5.0,10.0,3.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0,89.0
2020-11-17,4.0,1.0,1.0,12.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,6.0,4.0,7.0,2.0,0.0,8.0,7.0,7.0,6.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,5.0,92.0
2020-11-18,6.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,11.0,2.0,7.0,4.0,5.0,9.0,5.0,7.0,8.0,1.0,7.0,1.0,4.0,1.0,2.0,0.0,0.0,6.0,109.0
2020-11-19,4.0,2.0,3.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,8.0,12.0,6.0,3.0,4.0,18.0,2.0,8.0,11.0,3.0,5.0,6.0,3.0,3.0,5.0,3.0,0.0,4.0,132.0
2020-11-20,12.0,4.0,1.0,6.0,4.0,3.0,5.0,1.0,0.0,1.0,4.0,4.0,7.0,19.0,6.0,12.0,16.0,3.0,4.0,9.0,6.0,9.0,4.0,4.0,2.0,1.0,1.0,0.0,8.0,156.0
2020-11-21,9.0,6.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,9.0,6.0,8.0,13.0,4.0,5.0,16.0,6.0,2.0,1.0,7.0,3.0,0.0,3.0,0.0,3.0,121.0
2020-11-22,5.0,4.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,8.0,14.0,6.0,15.0,1.0,3.0,9.0,3.0,3.0,1.0,9.0,3.0,0.0,4.0,0.0,5.0,112.0
2020-11-23,17.0,5.0,0.0,7.0,2.0,3.0,4.0,1.0,0.0,1.0,7.0,5.0,4.0,4.0,7.0,2.0,26.0,4.0,2.0,5.0,1.0,4.0,10.0,1.0,1.0,3.0,6.0,0.0,1.0,133.0
2020-11-24,14.0,4.0,4.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,7.0,10.0,7.0,20.0,2.0,6.0,6.0,6.0,3.0,7.0,4.0,1.0,7.0,5.0,0.0,3.0,142.0
2020-11-25,11.0,5.0,5.0,58.0,1.0,2.0,5.0,1.0,0.0,1.0,16.0,5.0,5.0,5.0,5.0,2.0,8.0,7.0,7.0,16.0,12.0,3.0,4.0,4.0,1.0,0.0,7.0,0.0,16.0,212.0
2020-11-26,5.0,2.0,1.0,56.0,8.0,1.0,7.0,4.0,0.0,1.0,11.0,3.0,5.0,9.0,2.0,1.0,12.0,6.0,4.0,10.0,14.0,5.0,6.0,2.0,2.0,2.0,11.0,0.0,14.0,204.0
2020-11-27,8.0,3.0,1.0,26.0,10.0,1.0,5.0,3.0,0.0,0.0,7.0,3.0,5.0,4.0,7.0,14.0,13.0,1.0,3.0,10.0,17.0,5.0,7.0,5.0,4.0,0.0,11.0,0.0,5.0,178.0
2020-11-28,6.0,5.0,2.0,15.0,3.0,6.0,7.0,2.0,0.0,0.0,13.0,5.0,5.0,9.0,7.0,8.0,8.0,2.0,7.0,6.0,11.0,5.0,2.0,4.0,1.0,3.0,8.0,0.0,8.0,158.0
2020-11-29,12.0,2.0,8.0,15.0,7.0,3.0,3.0,6.0,0.0,0.0,13.0,4.0,3.0,3.0,5.0,7.0,11.0,1.0,4.0,5.0,11.0,5.0,4.0,8.0,1.0,2.0,5.0,0.0,11.0,159.0
2020-11-30,12.0,5.0,4.0,15.0,7.0,5.0,5.0,2.0,0.0,1.0,7.0,7.0,1.0,3.0,6.0,3.0,11.0,2.0,7.0,7.0,10.0,15.0,3.0,3.0,0.0,1.0,4.0,0.0,9.0,155.0
2020-12-01,16.0,9.0,2.0,5.0,7.0,7.0,3.0,0.0,0.0,1.0,9.0,10.0,9.0,12.0,5.0,9.0,18.0,1.0,3.0,14.0,9.0,8.0,8.0,8.0,2.0,3.0,8.0,0.0,7.0,193.0
2020-12-02,13.0,8.0,2.0,18.0,10.0,8.0,2.0,0.0,0.0,20.0,9.0,3.0,10.0,14.0,6.0,9.0,13.0,8.0,13.0,23.0,9.0,9.0,8.0,10.0,3.0,0.0,21.0,0.0,13.0,262.0
2020-12-03,11.0,3.0,7.0,25.0,16.0,6.0,11.0,8.0,0.0,1.0,7.0,8.0,9.0,3.0,23.0,10.0,17.0,7.0,8.0,26.0,8.0,10.0,4.0,14.0,4.0,8.0,20.0,0.0,22.0,296.0
2020-12-04,11.0,7.0,4.0,23.0,10.0,5.0,5.0,5.0,0.0,0.0,8.0,3.0,7.0,8.0,15.0,3.0,15.0,7.0,11.0,12.0,9.0,6.0,8.0,21.0,5.0,9.0,8.0,0.0,10.0,235.0
2020-12-05,11.0,11.0,4.0,16.0,9.0,10.0,5.0,3.0,0.0,2.0,8.0,13.0,8.0,34.0,4.0,3.0,12.0,7.0,10.0,12.0,11.0,16.0,10.0,5.0,4.0,4.0,9.0,0.0,12.0,253.0
2020-12-06,13.0,5.0,8.0,11.0,14.0,12.0,6.0,4.0,0.0,11.0,9.0,6.0,7.0,18.0,8.0,8.0,14.0,0.0,4.0,16.0,9.0,5.0,9.0,13.0,5.0,7.0,14.0,0.0,8.0,244.0
2020-12-07,10.0,10.0,3.0,21.0,17.0,7.0,11.0,3.0,0.0,1.0,7.0,3.0,3.0,9.0,10.0,5.0,10.0,6.0,4.0,3.0,10.0,4.0,4.0,11.0,3.0,5.0,22.0,0.0,14.0,216.0
2020-12-08,16.0,12.0,5.0,24.0,19.0,6.0,12.0,1.0,0.0,3.0,7.0,8.0,13.0,13.0,9.0,10.0,9.0,1.0,5.0,10.0,14.0,6.0,5.0,15.0,3.0,7.0,18.0,0.0,8.0,259.0
